length,$p_{stable}$,Energy,Consensus
2,$0.9$,-0.5703125,0.21484375
1,$1$,-0.546875,0.3125
1,$0.0$,-1.0,1.0
1,$0.1$,-0.875,0.125
210,$0.3$,-0.8046875,0.06357886904761904
6,$0.5$,-0.6953125,0.08203125
6,$0.7$,-0.5859375,0.022135416666666668
2,$0.9$,-0.6015625,0.0546875
1,$1$,-0.578125,0.0703125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
780,$0.3$,-0.8046875,0.20763221153846154
12,$0.5$,-0.734375,0.44140625
6,$0.7$,-0.59375,0.20703125
2,$0.9$,-0.5703125,0.11328125
1,$1$,-0.5625,0.1171875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
4,$0.3$,-0.9375,0.8984375
240,$0.5$,-0.7109375,0.05358072916666667
6,$0.7$,-0.65625,0.0703125
2,$0.9$,-0.640625,0.06640625
1,$1$,-0.6328125,0.078125
8,$0.0$,-0.859375,0.140625
6,$0.1$,-0.8515625,0.1953125
3,$0.3$,-0.8515625,0.2734375
210,$0.5$,-0.78125,0.23638392857142854
2,$0.7$,-0.7734375,0.12109375
2,$0.9$,-0.6796875,0.26171875
1,$1$,-0.6640625,0.25
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
240,$0.3$,-0.8125,0.384765625
1140,$0.5$,-0.734375,0.4041940789473684
42,$0.7$,-0.7109375,0.22935267857142855
2,$0.9$,-0.6171875,0.13671875
1,$1$,-0.5859375,0.15625
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
18,$0.3$,-0.8359375,0.7109375
30,$0.5$,-0.75,0.025
6,$0.7$,-0.6796875,0.30078125
2,$0.9$,-0.5390625,0.078125
1,$1$,-0.5078125,0.0625
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
18,$0.3$,-0.8515625,0.2708333333333333
12,$0.5$,-0.765625,0.078125
6,$0.7$,-0.6328125,0.0234375
2,$0.9$,-0.578125,0.046875
1,$1$,-0.5546875,0.0234375
1,$0.0$,-1.0,1.0
1,$0.1$,-0.9296875,0.890625
420,$0.3$,-0.7890625,0.2758556547619048
90,$0.5$,-0.7578125,0.2534722222222222
6,$0.7$,-0.7265625,0.10807291666666667
6,$0.9$,-0.6953125,0.08203125
1,$1$,-0.6640625,0.1171875
10,$0.0$,-0.8671875,0.0625
36,$0.1$,-0.90625,0.76953125
3002,$0.3$,-0.75,0.0625
60,$0.5$,-0.765625,0.3111979166666667
6,$0.7$,-0.703125,0.15234375
6,$0.9$,-0.6328125,0.01171875
1,$1$,-0.5625,0.0234375
8,$0.0$,-0.8671875,0.28125
1,$0.1$,-1.0,1.0
4,$0.3$,-0.859375,0.1875
594,$0.5$,-0.7734375,0.2186316287878788
6,$0.7$,-0.7265625,0.013020833333333334
6,$0.9$,-0.6640625,0.05859375
1,$1$,-0.640625,0.09375
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
1320,$0.3$,-0.7734375,0.2840909090909091
12,$0.5$,-0.7265625,0.03776041666666666
6,$0.7$,-0.7265625,0.328125
6,$0.9$,-0.546875,0.12890625
1,$1$,-0.546875,0.140625
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
6,$0.3$,-0.8515625,0.03125
12,$0.5$,-0.78125,0.453125
6,$0.7$,-0.671875,0.08203125
2,$0.9$,-0.625,0.03515625
1,$1$,-0.5859375,0.015625
1,$0.0$,-1.0,1.0
1,$0.1$,-0.875,0.125
84,$0.3$,-0.8359375,0.3603050595238095
14,$0.5$,-0.7578125,0.10379464285714286
6,$0.7$,-0.75,0.10546875
2,$0.9$,-0.6875,0.046875
1,$1$,-0.6328125,0.0625
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
12,$0.3$,-0.765625,0.31640625
28,$0.5$,-0.71875,0.1484375
30,$0.7$,-0.6484375,0.19140625
2,$0.9$,-0.625,0.0703125
1,$1$,-0.609375,0.1796875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
4,$0.3$,-0.828125,0.087890625
12,$0.5$,-0.734375,0.40625
60,$0.7$,-0.65625,0.01875
2,$0.9$,-0.65625,0.046875
1,$1$,-0.625,0.0546875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
6,$0.3$,-0.828125,0.6666666666666666
6,$0.5$,-0.7890625,0.10546875
42,$0.7$,-0.7265625,0.30970982142857145
6,$0.9$,-0.5859375,0.16796875
1,$1$,-0.5703125,0.2421875
1,$0.0$,-0.875,0.125
9,$0.1$,-0.8671875,0.4166666666666667
10,$0.3$,-0.84375,0.3125
6,$0.5$,-0.7734375,0.3450520833333333
2,$0.7$,-0.703125,0.46484375
1,$0.9$,-0.6796875,0.203125
1,$1$,-0.6484375,0.171875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
4,$0.3$,-0.8671875,0.5390625
6,$0.5$,-0.765625,0.43359375
6,$0.7$,-0.6953125,0.4609375
1,$0.9$,-0.6328125,0.3125
1,$1$,-0.625,0.3515625
8,$0.0$,-0.8671875,0.0625
1,$0.1$,-0.875,0.25
380,$0.3$,-0.796875,0.11315789473684212
30,$0.5$,-0.78125,0.3609375
6,$0.7$,-0.640625,0.0703125
2,$0.9$,-0.59375,0.1640625
1,$1$,-0.5078125,0.015625
1,$0.0$,-1.0,1.0
1,$0.1$,-0.9609375,0.953125
1242,$0.3$,-0.875,0.6133693136070854
6,$0.5$,-0.7265625,0.21484375
12,$0.7$,-0.7109375,0.1484375
2,$0.9$,-0.6484375,0.10546875
1,$1$,-0.6328125,0.0703125
1,$0.0$,-1.0,1.0
6,$0.1$,-0.859375,0.12890625
730,$0.3$,-0.84375,0.4464148116438356
6,$0.5$,-0.671875,0.30859375
6,$0.7$,-0.6328125,0.06640625
2,$0.9$,-0.6484375,0.03125
1,$1$,-0.5703125,0.0078125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
42,$0.3$,-0.8046875,0.31361607142857145
90,$0.5$,-0.765625,0.08333333333333333
6,$0.7$,-0.7578125,0.25
2,$0.9$,-0.59375,0.30078125
1,$1$,-0.578125,0.296875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
420,$0.3$,-0.7734375,0.05552455357142857
12,$0.5$,-0.8125,0.4309895833333333
6,$0.7$,-0.6328125,0.16796875
2,$0.9$,-0.640625,0.03125
1,$1$,-0.609375,0.0625
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
42,$0.3$,-0.84375,0.28125
42,$0.5$,-0.796875,0.3822544642857143
2,$0.7$,-0.7109375,0.2109375
2,$0.9$,-0.6171875,0.0234375
1,$1$,-0.6015625,0.03125
1,$0.0$,-1.0,1.0
3002,$0.1$,-0.828125,0.359375
10,$0.3$,-0.8671875,0.65234375
4,$0.5$,-0.7578125,0.337890625
24,$0.7$,-0.6640625,0.21484375
2,$0.9$,-0.6484375,0.27734375
1,$1$,-0.5234375,0.2109375
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
5,$0.3$,-0.8515625,0.63125
12,$0.5$,-0.7421875,0.1875
2,$0.7$,-0.828125,0.61328125
1,$0.9$,-0.6796875,0.1875
1,$1$,-0.609375,0.2109375
90,$0.0$,-0.859375,0.11527777777777777
1,$0.1$,-1.0,1.0
20,$0.3$,-0.8828125,0.609375
4,$0.5$,-0.8671875,0.66015625
12,$0.7$,-0.703125,0.3203125
2,$0.9$,-0.703125,0.50390625
1,$1$,-0.6015625,0.375
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
2448,$0.3$,-0.734375,0.09199793198529413
12,$0.5$,-0.7265625,0.060546875
6,$0.7$,-0.640625,0.1796875
2,$0.9$,-0.6015625,0.08203125
1,$1$,-0.5625,0.0
1,$0.0$,-1.0,1.0
1,$0.1$,-0.96875,0.96875
60,$0.3$,-0.7734375,0.23359375
