init_magnet,Energy,Density,order,init_stab,length,sample
0.2,-0.7578125,0.70703125,off_first,0.6,0,20426372145
0.2,-0.763671875,0.2708100818452381,random,0.6,84,20426372145
0.2,-0.650390625,0.5712890625,off_first,0.8,0,20426372145
0.2,-0.763671875,0.244140625,random,0.8,6,20426372145
0.4,-1.0,1.0,off_first,0.0,0,20426372145
0.4,-1.0,0.0,random,0.0,1,20426372145
0.4,-0.94921875,0.93359375,off_first,0.2,0,20426372145
0.4,-1.0,0.0,random,0.2,1,20426372145
0.4,-0.771484375,0.5810546875,off_first,0.4,0,20426372145
0.4,-0.9765625,0.01513671875,random,0.4,2,20426372145
0.4,-0.775390625,0.48828125,off_first,0.5,0,20426372145
0.4,-0.95703125,0.03564453125,random,0.5,12,20426372145
0.4,-0.767578125,0.3330078125,off_first,0.6,0,20426372145
0.4,-0.923828125,0.06689453125,random,0.6,30,20426372145
0.4,-0.73046875,0.25390625,off_first,0.8,0,20426372145
0.4,-0.900390625,0.07421875,random,0.8,6,20426372145
0.5,-1.0,1.0,off_first,0.0,0,20426372145
0.5,-1.0,0.0,random,0.0,1,20426372145
0.5,-0.833984375,0.6455078125,off_first,0.2,0,20426372145
0.5,-1.0,0.0,random,0.2,1,20426372145
0.5,-0.84765625,0.2490234375,off_first,0.4,0,20426372145
0.5,-1.0,0.0,random,0.4,1,20426372145
0.5,-0.904296875,0.1240234375,off_first,0.5,0,20426372145
0.5,-1.0,0.0,random,0.5,1,20426372145
0.5,-0.83203125,0.197265625,off_first,0.6,0,20426372145
0.5,-0.970703125,0.0263671875,random,0.6,3,20426372145
0.5,-0.876953125,0.0830078125,off_first,0.8,0,20426372145
0.5,-0.94140625,0.03125,random,0.8,1,20426372145
0.6,-1.0,1.0,off_first,0.0,0,20426372145
0.6,-1.0,0.0,random,0.0,1,20426372145
0.6,-0.935546875,0.123046875,off_first,0.2,0,20426372145
0.6,-1.0,0.0,random,0.2,1,20426372145
0.6,-0.873046875,0.173828125,off_first,0.4,0,20426372145
0.6,-1.0,0.0,random,0.4,1,20426372145
0.6,-0.9609375,0.0185546875,off_first,0.5,0,20426372145
0.6,-1.0,0.0,random,0.5,1,20426372145
0.6,-0.9375,0.041015625,off_first,0.6,0,20426372145
0.6,-1.0,0.0,random,0.6,1,20426372145
0.6,-0.939453125,0.0361328125,off_first,0.8,0,20426372145
0.6,-0.984375,0.0078125,random,0.8,1,20426372145
0.8,-0.9765625,0.005859375,off_first,0.0,0,20426372145
0.8,-1.0,0.0,random,0.0,1,20426372145
0.8,-0.9765625,0.005859375,off_first,0.2,0,20426372145
0.8,-1.0,0.0,random,0.2,1,20426372145
0.8,-0.9765625,0.005859375,off_first,0.4,0,20426372145
0.8,-1.0,0.0,random,0.4,1,20426372145
0.8,-1.0,0.0,off_first,0.5,0,20426372145
0.8,-1.0,0.0,random,0.5,1,20426372145
0.8,-0.9921875,0.00390625,off_first,0.6,0,20426372145
0.8,-1.0,0.0,random,0.6,1,20426372145
0.8,-0.990234375,0.005859375,off_first,0.8,0,20426372145
0.8,-1.0,0.0,random,0.8,1,20426372145
0.0,-1.0,1.0,off_first,0.0,0,2042637280
0.0,-1.0,1.0,random,0.0,1,2042637280
0.0,-1.0,1.0,off_first,0.2,0,2042637280
0.0,-0.841796875,0.6171753959816719,random,0.2,3792,2042637280
0.0,-0.9609375,0.97265625,off_first,0.4,0,2042637280
0.0,-0.7734375,0.5008877840909091,random,0.4,132,2042637280
0.0,-0.958984375,0.970703125,off_first,0.5,0,2042637280
0.0,-0.748046875,0.560546875,random,0.5,12002,2042637280
0.0,-0.865234375,0.9033203125,off_first,0.6,0,2042637280
0.0,-0.759765625,0.470703125,random,0.6,12,2042637280
0.0,-0.7734375,0.787109375,off_first,0.8,0,2042637280
0.0,-0.671875,0.4659830729166667,random,0.8,6,2042637280
0.2,-1.0,1.0,off_first,0.0,0,2042637280
0.2,-1.0,0.0,random,0.0,1,2042637280
0.2,-1.0,1.0,off_first,0.2,0,2042637280
0.2,-0.982421875,0.01904296875,random,0.2,2,2042637280
0.2,-0.89453125,0.9033203125,off_first,0.4,0,2042637280
0.2,-0.876953125,0.14718276515151515,random,0.4,330,2042637280
0.2,-0.79296875,0.7724609375,off_first,0.5,0,2042637280
0.2,-0.8671875,0.1138916015625,random,0.5,120,2042637280
0.2,-0.78515625,0.798828125,off_first,0.6,0,2042637280
0.2,-0.802734375,0.2862955729166667,random,0.6,6,2042637280
0.2,-0.6328125,0.5126953125,off_first,0.8,0,2042637280
0.2,-0.806640625,0.1572265625,random,0.8,2,2042637280
0.4,-1.0,1.0,off_first,0.0,0,2042637280
0.4,-1.0,0.0,random,0.0,1,2042637280
0.4,-0.927734375,0.93359375,off_first,0.2,0,2042637280
0.4,-0.9921875,0.00390625,random,0.2,1,2042637280
0.4,-0.8046875,0.3955078125,off_first,0.4,0,2042637280
0.4,-0.927734375,0.06673177083333333,random,0.4,60,2042637280
0.4,-0.798828125,0.4228515625,off_first,0.5,0,2042637280
0.4,-0.955078125,0.030598958333333325,random,0.5,3,2042637280
0.4,-0.775390625,0.263671875,off_first,0.6,0,2042637280
0.4,-0.935546875,0.0439453125,random,0.6,2,2042637280
0.4,-0.68359375,0.2802734375,off_first,0.8,0,2042637280
0.4,-0.87890625,0.0888671875,random,0.8,2,2042637280
0.5,-1.0,1.0,off_first,0.0,0,2042637280
0.5,-1.0,0.0,random,0.0,1,2042637280
0.5,-0.853515625,0.5302734375,off_first,0.2,0,2042637280
0.5,-1.0,0.0,random,0.2,1,2042637280
0.5,-0.869140625,0.1708984375,off_first,0.4,0,2042637280
0.5,-0.9921875,0.00390625,random,0.4,1,2042637280
0.5,-0.84375,0.18359375,off_first,0.5,0,2042637280
0.5,-0.978515625,0.013671875,random,0.5,1,2042637280
0.5,-0.802734375,0.220703125,off_first,0.6,0,2042637280
0.5,-0.966796875,0.0224609375,random,0.6,2,2042637280
0.5,-0.859375,0.1162109375,off_first,0.8,0,2042637280
0.5,-0.94140625,0.03466796875,random,0.8,2,2042637280
0.6,-1.0,1.0,off_first,0.0,0,2042637280
0.6,-1.0,0.0,random,0.0,1,2042637280
0.6,-0.919921875,0.193359375,off_first,0.2,0,2042637280
0.6,-1.0,0.0,random,0.2,1,2042637280
0.6,-0.92578125,0.0703125,off_first,0.4,0,2042637280
0.6,-1.0,0.0,random,0.4,1,2042637280
