init_magnet,Energy,Consensus,order
0.6,-0.990234375,0.98828125,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.783203125,0.490234375,off_first
0.2,-0.861328125,0.7353515625,random
0.4,-0.80078125,0.41015625,off_first
0.4,-0.96875,0.958984375,random
0.5,-0.921875,0.857421875,off_first
0.5,-0.98828125,0.982421875,random
0.6,-0.958984375,0.91796875,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9765625,0.970703125,off_first
0.8,-1.0,1.0,random
0.2,-0.80078125,0.544921875,off_first
0.2,-0.8359375,0.701171875,random
0.4,-0.755859375,0.185546875,off_first
0.4,-0.966796875,0.953125,random
0.5,-0.85546875,0.671875,off_first
0.5,-0.98828125,0.9833984375,random
0.6,-0.90234375,0.845703125,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9765625,0.984375,off_first
0.8,-0.9921875,0.9921875,random
0.2,-0.779296875,0.59375,off_first
0.2,-0.853515625,0.720703125,random
0.4,-0.806640625,0.400390625,off_first
0.4,-0.970703125,0.95703125,random
0.5,-0.8046875,0.373046875,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.943359375,0.90234375,off_first
0.6,-0.982421875,0.96875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.73046875,0.40234375,off_first
0.2,-0.8359375,0.6338355654761905,random
0.4,-0.8203125,0.470703125,off_first
0.4,-0.9921875,0.9921875,random
0.5,-0.84375,0.666015625,off_first
0.5,-0.984375,0.984375,random
0.6,-0.9296875,0.890625,off_first
0.6,-0.982421875,0.98046875,random
0.8,-0.990234375,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.76953125,0.43359375,off_first
0.2,-0.85546875,0.676171875,random
0.4,-0.7734375,0.046875,off_first
0.4,-0.962890625,0.9453125,random
0.5,-0.857421875,0.65234375,off_first
0.5,-0.962890625,0.943359375,random
0.6,-0.943359375,0.904296875,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.826171875,0.607421875,off_first
0.2,-0.818359375,0.4927222842261905,random
0.4,-0.791015625,0.43359375,off_first
0.4,-0.939453125,0.8797576121794872,random
0.5,-0.796875,0.509765625,off_first
0.5,-0.984375,0.984375,random
0.6,-0.94921875,0.900390625,off_first
0.6,-0.986328125,0.978515625,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.763671875,0.49609375,off_first
0.2,-0.8671875,0.7077824519230769,random
0.4,-0.783203125,0.2421875,off_first
0.4,-0.978515625,0.970703125,random
0.5,-0.828125,0.3515625,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.9453125,0.865234375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.80859375,0.6328125,off_first
0.2,-0.828125,0.6321739783653846,random
0.4,-0.8125,0.384765625,off_first
0.4,-0.94921875,0.9251302083333334,random
0.5,-0.849609375,0.62109375,off_first
0.5,-0.98828125,0.984375,random
0.6,-0.93359375,0.900390625,off_first
0.6,-0.990234375,0.98828125,random
0.8,-0.9921875,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.751953125,0.583984375,off_first
0.2,-0.845703125,0.630859375,random
0.4,-0.748046875,0.30859375,off_first
0.4,-0.943359375,0.9088541666666666,random
0.5,-0.857421875,0.6484375,off_first
0.5,-1.0,1.0,random
0.6,-0.95703125,0.9453125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8203125,0.529296875,off_first
0.2,-0.841796875,0.654296875,random
0.4,-0.728515625,0.11328125,off_first
0.4,-0.95703125,0.9459635416666666,random
0.5,-0.8203125,0.57421875,off_first
0.5,-0.9765625,0.9765625,random
0.6,-0.896484375,0.8125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.76171875,0.474609375,off_first
0.2,-0.90625,0.8649088541666666,random
0.4,-0.7734375,0.408203125,off_first
0.4,-0.97265625,0.9599609375,random
0.5,-0.82421875,0.59375,off_first
0.5,-0.984375,0.984375,random
0.6,-0.953125,0.9140625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.833984375,0.68359375,off_first
0.2,-0.87890625,0.7610677083333334,random
0.4,-0.79296875,0.26171875,off_first
0.4,-0.923828125,0.8466796875,random
0.5,-0.861328125,0.703125,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.91015625,0.849609375,off_first
0.6,-1.0,1.0,random
0.8,-0.990234375,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.818359375,0.623046875,off_first
0.2,-0.91796875,0.8359375,random
0.4,-0.787109375,0.01171875,off_first
0.4,-0.962890625,0.9248046875,random
0.5,-0.8046875,0.453125,off_first
0.5,-0.986328125,0.98046875,random
0.6,-0.92578125,0.84375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.873046875,0.716796875,off_first
0.2,-0.87109375,0.7250744047619048,random
0.4,-0.794921875,0.134765625,off_first
0.4,-0.974609375,0.97265625,random
0.5,-0.88671875,0.736328125,off_first
0.5,-0.984375,0.9736328125,random
0.6,-0.90625,0.796875,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.853515625,0.576171875,off_first
0.2,-0.873046875,0.6709280303030303,random
0.4,-0.798828125,0.203125,off_first
0.4,-0.953125,0.9326171875,random
0.5,-0.890625,0.779296875,off_first
0.5,-0.98828125,0.982421875,random
0.6,-0.935546875,0.84765625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.984375,0.98828125,off_first
0.8,-0.9921875,0.9921875,random
0.2,-0.791015625,0.42578125,off_first
0.2,-0.900390625,0.772216796875,random
0.4,-0.78515625,0.318359375,off_first
0.4,-0.931640625,0.8955078125,random
0.5,-0.853515625,0.568359375,off_first
0.5,-0.9765625,0.9658203125,random
0.6,-0.9375,0.853515625,off_first
0.6,-0.98046875,0.9765625,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.853515625,0.65234375,off_first
0.2,-0.865234375,0.6677827380952381,random
0.4,-0.8125,0.201171875,off_first
0.4,-0.982421875,0.96875,random
0.5,-0.818359375,0.58203125,off_first
0.5,-0.966796875,0.94921875,random
0.6,-0.9921875,0.99609375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8046875,0.515625,off_first
0.2,-0.8359375,0.5924183238636364,random
0.4,-0.783203125,0.1796875,off_first
0.4,-0.98046875,0.9775390625,random
0.5,-0.845703125,0.625,off_first
0.5,-0.955078125,0.9375,random
0.6,-0.974609375,0.974609375,off_first
0.6,-1.0,1.0,random
0.8,-0.986328125,0.984375,off_first
0.8,-1.0,1.0,random
0.2,-0.814453125,0.6171875,off_first
0.2,-0.837890625,0.5625,random
0.4,-0.7578125,0.005859375,off_first
0.4,-0.96875,0.94921875,random
0.5,-0.896484375,0.744140625,off_first
0.5,-0.984375,0.984375,random
0.6,-0.931640625,0.853515625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.7734375,0.431640625,off_first
0.2,-0.802734375,0.4676339285714286,random
0.4,-0.806640625,0.404296875,off_first
0.4,-0.958984375,0.931640625,random
0.5,-0.873046875,0.724609375,off_first
0.5,-0.966796875,0.9602864583333334,random
0.6,-0.96484375,0.962890625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.77734375,0.5625,off_first
0.2,-0.880859375,0.7578125,random
0.4,-0.791015625,0.255859375,off_first
0.4,-0.982421875,0.98046875,random
0.5,-0.87890625,0.607421875,off_first
0.5,-0.951171875,0.93310546875,random
0.6,-0.900390625,0.81640625,off_first
0.6,-0.990234375,0.98828125,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8046875,0.447265625,off_first
0.2,-0.814453125,0.4880208333333334,random
0.4,-0.802734375,0.166015625,off_first
0.4,-0.916015625,0.8464006696428571,random
0.5,-0.83984375,0.6796875,off_first
0.5,-0.9765625,0.9560546875,random
0.6,-0.908203125,0.869140625,off_first
0.6,-1.0,1.0,random
0.8,-0.974609375,0.98046875,off_first
0.8,-1.0,1.0,random
0.2,-0.82421875,0.544921875,off_first
0.2,-0.8671875,0.7032877604166666,random
0.4,-0.73046875,0.193359375,off_first
0.4,-0.958984375,0.947265625,random
0.5,-0.900390625,0.82421875,off_first
0.5,-0.984375,0.9765625,random
0.6,-0.951171875,0.931640625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.990234375,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.76171875,0.5234375,off_first
0.2,-0.89453125,0.7744140625,random
0.4,-0.8125,0.345703125,off_first
0.4,-0.9609375,0.9384765625,random
0.5,-0.833984375,0.400390625,off_first
0.5,-0.94921875,0.91015625,random
0.6,-0.9140625,0.833984375,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.9921875,off_first
0.8,-0.9921875,0.9921875,random
0.2,-0.794921875,0.412109375,off_first
0.2,-0.8359375,0.4718394886363637,random
0.4,-0.80078125,0.296875,off_first
0.4,-0.953125,0.9169921875,random
0.5,-0.884765625,0.744140625,off_first
0.5,-0.98046875,0.9765625,random
0.6,-0.892578125,0.833984375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.830078125,0.65625,off_first
0.2,-0.849609375,0.4726097470238095,random
0.4,-0.79296875,0.21484375,off_first
0.4,-0.96875,0.9599609375,random
0.5,-0.869140625,0.728515625,off_first
0.5,-0.9765625,0.9638671875,random
0.6,-0.96875,0.9453125,off_first
0.6,-1.0,1.0,random
0.8,-0.9765625,0.98828125,off_first
0.8,-1.0,1.0,random
0.2,-0.771484375,0.4296875,off_first
0.2,-0.810546875,0.5782366071428572,random
0.4,-0.822265625,0.5234375,off_first
0.4,-0.98046875,0.9638671875,random
0.5,-0.890625,0.76171875,off_first
0.5,-0.982421875,0.98046875,random
0.6,-0.9140625,0.802734375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.80859375,0.65234375,off_first
0.2,-0.84765625,0.6432291666666666,random
0.4,-0.76953125,0.412109375,off_first
0.4,-0.94921875,0.9365234375,random
0.5,-0.93359375,0.84375,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.9375,0.884765625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.80078125,0.556640625,off_first
0.2,-0.7890625,0.3887648809523809,random
0.4,-0.751953125,0.060546875,off_first
0.4,-0.97265625,0.955078125,random
0.5,-0.8828125,0.779296875,off_first
0.5,-0.966796875,0.9541015625,random
0.6,-0.9453125,0.869140625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.984375,0.974609375,off_first
0.8,-1.0,1.0,random
0.2,-0.814453125,0.564453125,off_first
0.2,-0.876953125,0.7578125,random
0.4,-0.779296875,0.408203125,off_first
0.4,-0.9296875,0.900390625,random
0.5,-0.833984375,0.544921875,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.9140625,0.869140625,off_first
0.6,-1.0,1.0,random
0.8,-0.96875,0.98046875,off_first
0.8,-1.0,1.0,random
0.2,-0.8046875,0.533203125,off_first
0.2,-0.814453125,0.48974609375,random
0.4,-0.77734375,0.16796875,off_first
0.4,-0.953125,0.9189453125,random
0.5,-0.87109375,0.6640625,off_first
0.5,-1.0,1.0,random
0.6,-0.8984375,0.775390625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.828125,0.673828125,off_first
0.2,-0.80859375,0.5390625,random
0.4,-0.798828125,0.36328125,off_first
0.4,-0.9375,0.8772786458333334,random
0.5,-0.880859375,0.626953125,off_first
0.5,-1.0,1.0,random
0.6,-0.923828125,0.849609375,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.75390625,0.484375,off_first
0.2,-0.837890625,0.6806640625,random
0.4,-0.77734375,0.111328125,off_first
0.4,-0.94140625,0.9296875,random
0.5,-0.908203125,0.701171875,off_first
0.5,-1.0,1.0,random
0.6,-0.923828125,0.86328125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8125,0.68359375,off_first
0.2,-0.86328125,0.6839192708333334,random
0.4,-0.77734375,0.142578125,off_first
0.4,-0.98828125,0.984375,random
0.5,-0.84375,0.6171875,off_first
0.5,-0.984375,0.984375,random
0.6,-0.900390625,0.814453125,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.8203125,0.6484375,off_first
0.2,-0.83984375,0.6826171875,random
0.4,-0.767578125,0.265625,off_first
0.4,-0.94921875,0.9163411458333334,random
0.5,-0.81640625,0.455078125,off_first
0.5,-0.96875,0.94921875,random
0.6,-0.931640625,0.87890625,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.990234375,0.9921875,off_first
0.8,-1.0,1.0,random
0.2,-0.783203125,0.443359375,off_first
0.2,-0.822265625,0.6217447916666666,random
0.4,-0.826171875,0.306640625,off_first
0.4,-0.9296875,0.873828125,random
0.5,-0.87890625,0.673828125,off_first
0.5,-0.98046875,0.966796875,random
0.6,-0.9921875,0.9921875,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.837890625,0.728515625,off_first
0.2,-0.884765625,0.740234375,random
0.4,-0.759765625,0.337890625,off_first
0.4,-0.95703125,0.94140625,random
0.5,-0.830078125,0.59375,off_first
0.5,-0.978515625,0.970703125,random
0.6,-0.947265625,0.900390625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.798828125,0.548828125,off_first
0.2,-0.837890625,0.4530784970238095,random
0.4,-0.8046875,0.2265625,off_first
0.4,-0.958984375,0.931640625,random
0.5,-0.806640625,0.49609375,off_first
0.5,-0.9921875,0.9921875,random
0.6,-0.921875,0.84765625,off_first
0.6,-1.0,1.0,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.802734375,0.63671875,off_first
0.2,-0.837890625,0.5602213541666666,random
0.4,-0.7734375,0.10546875,off_first
0.4,-0.90625,0.8115234375,random
0.5,-0.8671875,0.716796875,off_first
0.5,-0.982421875,0.9638671875,random
0.6,-0.873046875,0.708984375,off_first
0.6,-0.966796875,0.953125,random
0.8,-0.982421875,0.982421875,off_first
0.8,-0.9921875,0.9921875,random
0.2,-0.783203125,0.56640625,off_first
0.2,-0.794921875,0.4417317708333333,random
0.4,-0.771484375,0.2109375,off_first
0.4,-0.96875,0.9619140625,random
0.5,-0.86328125,0.654296875,off_first
0.5,-0.94921875,0.9228515625,random
0.6,-0.943359375,0.861328125,off_first
0.6,-0.9921875,0.9921875,random
0.8,-0.9921875,0.99609375,off_first
0.8,-1.0,1.0,random
0.2,-0.802734375,0.458984375,off_first
0.2,-0.908203125,0.7802734375,random
0.4,-0.775390625,0.06640625,off_first
0.4,-0.939453125,0.9267578125,random
