init_magnet,Energy,Density,order,init_stab,length
0.2,-0.87109375,0.8515625,off_first,0.4,0
0.2,-0.904296875,0.1008029513888889,random,0.4,36
0.2,-0.8515625,0.697265625,off_first,0.5,0
0.2,-0.80859375,0.2741887019230769,random,0.5,156
0.2,-0.71875,0.6171875,off_first,0.6,0
0.2,-0.802734375,0.18050130208333331,random,0.6,12
0.2,-0.67578125,0.556640625,off_first,0.8,0
0.2,-0.818359375,0.17578125,random,0.8,2
0.2,-0.583984375,0.478515625,off_first,1.0,0
0.2,-0.693359375,0.291015625,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.943359375,0.916015625,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.763671875,0.505859375,off_first,0.4,0
0.4,-0.94921875,0.048828125,random,0.4,6
0.4,-0.78125,0.423828125,off_first,0.5,0
0.4,-0.958984375,0.02490234375,random,0.5,2
0.4,-0.75,0.28515625,off_first,0.6,0
0.4,-0.90625,0.080078125,random,0.6,6
0.4,-0.7578125,0.2392578125,off_first,0.8,0
0.4,-0.900390625,0.07177734375,random,0.8,2
0.4,-0.755859375,0.1923828125,off_first,1.0,0
0.4,-0.869140625,0.08984375,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.830078125,0.6181640625,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.83203125,0.291015625,off_first,0.4,0
0.5,-0.982421875,0.015625,random,0.4,12
0.5,-0.84765625,0.173828125,off_first,0.5,0
0.5,-0.93359375,0.03955078125,random,0.5,2
0.5,-0.857421875,0.138671875,off_first,0.6,0
0.5,-0.970703125,0.01806640625,random,0.6,2
0.5,-0.84375,0.1318359375,off_first,0.8,0
0.5,-0.982421875,0.009765625,random,0.8,1
0.5,-0.833984375,0.107421875,off_first,1.0,0
0.5,-0.92578125,0.04296875,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.87890625,0.2939453125,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.935546875,0.083984375,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.947265625,0.03515625,off_first,0.5,0
0.6,-0.9921875,0.00390625,random,0.5,1
0.6,-0.921875,0.0634765625,off_first,0.6,0
0.6,-0.986328125,0.00927734375,random,0.6,6
0.6,-0.943359375,0.037109375,off_first,0.8,0
0.6,-1.0,0.0,random,0.8,1
0.6,-0.8984375,0.0654296875,off_first,1.0,0
0.6,-0.9765625,0.01171875,random,1.0,1
0.8,-0.9453125,0.013671875,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.9921875,0.001953125,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-0.9921875,0.001953125,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-0.9921875,0.001953125,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-0.9921875,0.001953125,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-1.0,0.0,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-1.0,0.0,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,1.0,random,0.0,1
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.86328125,0.6240234375,random,0.2,12002
0.0,-0.990234375,0.994140625,off_first,0.4,0
0.0,-0.78515625,0.4747440732758621,random,0.4,1740
0.0,-0.859375,0.8916015625,off_first,0.5,0
0.0,-0.732421875,0.4999186197916667,random,0.5,12
0.0,-0.88671875,0.9140625,off_first,0.6,0
0.0,-0.716796875,0.53271484375,random,0.6,60
0.0,-0.7578125,0.7880859375,off_first,0.8,0
0.0,-0.673828125,0.4638671875,random,0.8,6
0.0,-0.634765625,0.6552734375,off_first,1.0,0
0.0,-0.62890625,0.5087890625,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-1.0,1.0,off_first,0.2,0
0.2,-0.89453125,0.2080078125,random,0.2,12002
0.2,-0.884765625,0.8720703125,off_first,0.4,0
0.2,-0.9375,0.077880859375,random,0.4,12
0.2,-0.79296875,0.78515625,off_first,0.5,0
0.2,-0.84765625,0.20247395833333331,random,0.5,12
0.2,-0.728515625,0.615234375,off_first,0.6,0
0.2,-0.892578125,0.087890625,random,0.6,6
0.2,-0.662109375,0.5615234375,off_first,0.8,0
0.2,-0.76171875,0.26416015625,random,0.8,6
0.2,-0.60546875,0.431640625,off_first,1.0,0
0.2,-0.697265625,0.2607421875,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.892578125,0.8935546875,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.80859375,0.4697265625,off_first,0.4,0
0.4,-0.951171875,0.0361328125,random,0.4,2
0.4,-0.7734375,0.455078125,off_first,0.5,0
0.4,-0.95703125,0.04111328125,random,0.5,10
0.4,-0.77734375,0.248046875,off_first,0.6,0
0.4,-0.94140625,0.04150390625,random,0.6,6
0.4,-0.755859375,0.23046875,off_first,0.8,0
0.4,-0.888671875,0.0830078125,random,0.8,12
0.4,-0.740234375,0.17578125,off_first,1.0,0
0.4,-0.900390625,0.05859375,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.828125,0.5966796875,off_first,0.2,0
0.5,-0.978515625,0.02099609375,random,0.2,2
0.5,-0.921875,0.072265625,off_first,0.4,0
0.5,-0.9921875,0.00390625,random,0.4,1
0.5,-0.8515625,0.1640625,off_first,0.5,0
0.5,-0.982421875,0.009765625,random,0.5,1
0.5,-0.8671875,0.134765625,off_first,0.6,0
0.5,-0.96875,0.01953125,random,0.6,1
0.5,-0.796875,0.1884765625,off_first,0.8,0
0.5,-0.916015625,0.048828125,random,0.8,2
0.5,-0.861328125,0.0869140625,off_first,1.0,0
0.5,-0.92578125,0.04296875,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.892578125,0.279296875,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.953125,0.046875,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.951171875,0.0439453125,off_first,0.5,0
0.6,-0.98828125,0.00830078125,random,0.5,2
0.6,-0.93359375,0.05078125,off_first,0.6,0
0.6,-0.98046875,0.01171875,random,0.6,1
0.6,-0.9375,0.041015625,off_first,0.8,0
0.6,-0.970703125,0.0185546875,random,0.8,1
0.6,-0.89453125,0.072265625,off_first,1.0,0
0.6,-0.951171875,0.0302734375,random,1.0,1
0.8,-0.9765625,0.005859375,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-1.0,0.0,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-0.9921875,0.001953125,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-0.9921875,0.001953125,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-1.0,0.0,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-1.0,0.0,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-0.98046875,0.01171875,off_first,1.0,0
0.8,-0.984375,0.0078125,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,0.0,random,0.0,1
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.85546875,0.5528063651842948,random,0.2,10920
0.0,-0.97265625,0.978515625,off_first,0.4,0
0.0,-0.78125,0.58984375,random,0.4,12002
0.0,-0.91015625,0.92578125,off_first,0.5,0
0.0,-0.796875,0.6255115327380952,random,0.5,420
0.0,-0.89453125,0.91796875,off_first,0.6,0
0.0,-0.736328125,0.4968897964015152,random,0.6,660
0.0,-0.728515625,0.79296875,off_first,0.8,0
0.0,-0.638671875,0.52587890625,random,0.8,60
0.0,-0.708984375,0.7421875,off_first,1.0,0
0.0,-0.62109375,0.494140625,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-0.986328125,0.9892578125,off_first,0.2,0
0.2,-0.94921875,0.099609375,random,0.2,12002
0.2,-0.826171875,0.82421875,off_first,0.4,0
0.2,-0.91796875,0.10546875,random,0.4,6
0.2,-0.814453125,0.7548828125,off_first,0.5,0
0.2,-0.84765625,0.166748046875,random,0.5,240
0.2,-0.80078125,0.7314453125,off_first,0.6,0
0.2,-0.806640625,0.2256673177083333,random,0.6,48
0.2,-0.646484375,0.4892578125,off_first,0.8,0
0.2,-0.765625,0.18505859375,random,0.8,6
0.2,-0.611328125,0.4697265625,off_first,1.0,0
0.2,-0.64453125,0.3017578125,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.931640625,0.8896484375,off_first,0.2,0
0.4,-0.986328125,0.01123046875,random,0.2,2
0.4,-0.810546875,0.5556640625,off_first,0.4,0
0.4,-0.966796875,0.0283203125,random,0.4,2
0.4,-0.77734375,0.3056640625,off_first,0.5,0
0.4,-0.955078125,0.03515625,random,0.5,12
0.4,-0.728515625,0.3447265625,off_first,0.6,0
0.4,-0.9296875,0.048828125,random,0.6,1
0.4,-0.751953125,0.216796875,off_first,0.8,0
0.4,-0.91796875,0.0625,random,0.8,1
0.4,-0.767578125,0.1875,off_first,1.0,0
0.4,-0.892578125,0.08203125,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.857421875,0.7314453125,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.87890625,0.2119140625,off_first,0.4,0
0.5,-0.990234375,0.005859375,random,0.4,1
0.5,-0.80859375,0.2626953125,off_first,0.5,0
0.5,-1.0,0.0,random,0.5,1
0.5,-0.880859375,0.1474609375,off_first,0.6,0
0.5,-0.984375,0.0078125,random,0.6,1
0.5,-0.857421875,0.1103515625,off_first,0.8,0
0.5,-0.943359375,0.03564453125,random,0.8,2
0.5,-0.85546875,0.09765625,off_first,1.0,0
0.5,-0.923828125,0.0439453125,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.8984375,0.1845703125,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.9375,0.0771484375,off_first,0.4,0
0.6,-0.9921875,0.00390625,random,0.4,1
0.6,-0.923828125,0.0751953125,off_first,0.5,0
0.6,-0.982421875,0.009765625,random,0.5,1
0.6,-0.91796875,0.0673828125,off_first,0.6,0
0.6,-0.984375,0.0078125,random,0.6,1
0.6,-0.9296875,0.06640625,off_first,0.8,0
0.6,-0.9921875,0.00390625,random,0.8,1
0.6,-0.923828125,0.046875,off_first,1.0,0
0.6,-0.958984375,0.021484375,random,1.0,1
0.8,-0.9609375,0.009765625,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.9921875,0.001953125,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-0.984375,0.00390625,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-1.0,0.0,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-0.982421875,0.009765625,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-0.984375,0.0078125,off_first,0.8,0
0.8,-0.9921875,0.00390625,random,0.8,1
0.8,-1.0,0.0,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-0.9375,0.625,random,0.0,1
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.947265625,0.9383835565476192,random,0.2,21
0.0,-0.97265625,0.9775390625,off_first,0.4,0
0.0,-0.79296875,0.4670479910714286,random,0.4,1680
0.0,-0.931640625,0.9580078125,off_first,0.5,0
0.0,-0.77734375,0.4957914806547619,random,0.5,84
0.0,-0.90625,0.9150390625,off_first,0.6,0
0.0,-0.73828125,0.4326171875,random,0.6,12
0.0,-0.7421875,0.763671875,off_first,0.8,0
0.0,-0.6640625,0.4638671875,random,0.8,6
0.0,-0.685546875,0.7041015625,off_first,1.0,0
0.0,-0.619140625,0.5107421875,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-0.990234375,0.994140625,off_first,0.2,0
0.2,-0.96875,0.035888671875,random,0.2,4
0.2,-0.90625,0.90234375,off_first,0.4,0
0.2,-0.84375,0.20198567708333331,random,0.4,12
0.2,-0.77734375,0.7783203125,off_first,0.5,0
0.2,-0.87109375,0.14829799107142858,random,0.5,84
0.2,-0.720703125,0.6806640625,off_first,0.6,0
0.2,-0.82421875,0.19545200892857145,random,0.6,28
0.2,-0.673828125,0.546875,off_first,0.8,0
0.2,-0.748046875,0.27783203125,random,0.8,6
0.2,-0.603515625,0.4853515625,off_first,1.0,0
0.2,-0.666015625,0.291015625,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.955078125,0.9599609375,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.826171875,0.455078125,off_first,0.4,0
0.4,-0.96875,0.0205078125,random,0.4,3
0.4,-0.779296875,0.4443359375,off_first,0.5,0
0.4,-0.9375,0.04736328125,random,0.5,2
0.4,-0.783203125,0.310546875,off_first,0.6,0
0.4,-0.943359375,0.044921875,random,0.6,2
0.4,-0.796875,0.1982421875,off_first,0.8,0
0.4,-0.908203125,0.05615234375,random,0.8,2
0.4,-0.6796875,0.2353515625,off_first,1.0,0
0.4,-0.859375,0.099609375,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.814453125,0.5283203125,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.8671875,0.1826171875,off_first,0.4,0
0.5,-0.9921875,0.00390625,random,0.4,1
0.5,-0.873046875,0.154296875,off_first,0.5,0
0.5,-0.982421875,0.009765625,random,0.5,1
0.5,-0.859375,0.1806640625,off_first,0.6,0
0.5,-0.955078125,0.025390625,random,0.6,1
0.5,-0.861328125,0.0966796875,off_first,0.8,0
0.5,-0.962890625,0.0205078125,random,0.8,1
0.5,-0.818359375,0.1171875,off_first,1.0,0
0.5,-0.923828125,0.044921875,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.9453125,0.1396484375,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.931640625,0.103515625,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.92578125,0.0625,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.943359375,0.041015625,off_first,0.6,0
0.6,-1.0,0.0,random,0.6,1
0.6,-0.91796875,0.05078125,off_first,0.8,0
0.6,-0.9765625,0.013671875,random,0.8,1
0.6,-0.90625,0.0556640625,off_first,1.0,0
0.6,-0.96875,0.01953125,random,1.0,1
0.8,-0.9921875,0.001953125,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.984375,0.00390625,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-1.0,0.0,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-0.9921875,0.001953125,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-0.98046875,0.0107421875,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-0.978515625,0.013671875,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-0.9921875,0.00390625,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,0.0,random,0.0,1
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.884765625,0.6416015625,random,0.2,12002
0.0,-0.98828125,0.9921875,off_first,0.4,0
0.0,-0.8046875,0.4480864025297619,random,0.4,420
0.0,-0.892578125,0.90625,off_first,0.5,0
0.0,-0.751953125,0.5528932601686508,random,0.5,252
0.0,-0.896484375,0.9169921875,off_first,0.6,0
0.0,-0.71875,0.498046875,random,0.6,12
0.0,-0.767578125,0.779296875,off_first,0.8,0
0.0,-0.681640625,0.501953125,random,0.8,6
0.0,-0.69140625,0.73046875,off_first,1.0,0
0.0,-0.6015625,0.517578125,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-1.0,1.0,off_first,0.2,0
0.2,-0.9140625,0.16015625,random,0.2,12002
0.2,-0.87109375,0.8720703125,off_first,0.4,0
0.2,-0.875,0.1669921875,random,0.4,60
0.2,-0.78515625,0.7578125,off_first,0.5,0
0.2,-0.84765625,0.19938151041666666,random,0.5,12
0.2,-0.736328125,0.68359375,off_first,0.6,0
0.2,-0.826171875,0.1781005859375,random,0.6,24
0.2,-0.65625,0.564453125,off_first,0.8,0
0.2,-0.73828125,0.25830078125,random,0.8,6
0.2,-0.578125,0.4599609375,off_first,1.0,0
0.2,-0.6953125,0.2470703125,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.876953125,0.859375,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.748046875,0.533203125,off_first,0.4,0
0.4,-0.986328125,0.009765625,random,0.4,2
0.4,-0.787109375,0.3837890625,off_first,0.5,0
0.4,-0.953125,0.0458984375,random,0.5,6
0.4,-0.76171875,0.3427734375,off_first,0.6,0
0.4,-0.91796875,0.0673828125,random,0.6,6
0.4,-0.7578125,0.2451171875,off_first,0.8,0
0.4,-0.88671875,0.07958984375,random,0.8,6
0.4,-0.77734375,0.1708984375,off_first,1.0,0
0.4,-0.84375,0.1064453125,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.8671875,0.5537109375,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.890625,0.162109375,off_first,0.4,0
0.5,-0.986328125,0.00927734375,random,0.4,2
0.5,-0.828125,0.224609375,off_first,0.5,0
0.5,-0.96875,0.02001953125,random,0.5,2
0.5,-0.8515625,0.1337890625,off_first,0.6,0
0.5,-0.9453125,0.03125,random,0.6,1
0.5,-0.857421875,0.1162109375,off_first,0.8,0
0.5,-0.943359375,0.037109375,random,0.8,2
0.5,-0.791015625,0.1396484375,off_first,1.0,0
0.5,-0.8984375,0.05859375,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.865234375,0.302734375,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.900390625,0.099609375,off_first,0.4,0
0.6,-0.9921875,0.00390625,random,0.4,1
0.6,-0.8984375,0.091796875,off_first,0.5,0
0.6,-0.982421875,0.009765625,random,0.5,1
0.6,-0.943359375,0.05078125,off_first,0.6,0
0.6,-0.990234375,0.005859375,random,0.6,1
0.6,-0.912109375,0.05859375,off_first,0.8,0
0.6,-0.982421875,0.009765625,random,0.8,1
0.6,-0.8671875,0.083984375,off_first,1.0,0
0.6,-0.947265625,0.029296875,random,1.0,1
0.8,-0.984375,0.00390625,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.984375,0.00390625,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-0.9921875,0.001953125,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-1.0,0.0,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-0.9921875,0.00390625,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-1.0,0.0,off_first,0.8,0
0.8,-1.0,0.0,random,0.8,1
0.8,-0.9921875,0.00390625,off_first,1.0,0
0.8,-0.9921875,0.00390625,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-0.935546875,0.3940972222222222,random,0.0,18
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.900390625,0.630859375,random,0.2,12002
0.0,-0.98046875,0.9873046875,off_first,0.4,0
0.0,-0.837890625,0.4912923177083333,random,0.4,240
0.0,-0.91796875,0.9384765625,off_first,0.5,0
0.0,-0.7734375,0.4318393640350877,random,0.5,1140
0.0,-0.890625,0.912109375,off_first,0.6,0
0.0,-0.7109375,0.5202799479166667,random,0.6,60
0.0,-0.845703125,0.857421875,off_first,0.8,0
0.0,-0.662109375,0.4990234375,random,0.8,6
0.0,-0.6484375,0.720703125,off_first,1.0,0
0.0,-0.5859375,0.5068359375,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-0.955078125,0.958984375,off_first,0.2,0
0.2,-0.94140625,0.0873695181197479,random,0.2,1428
0.2,-0.86328125,0.8515625,off_first,0.4,0
0.2,-0.8359375,0.17988408076298698,random,0.4,6930
0.2,-0.84375,0.8251953125,off_first,0.5,0
0.2,-0.83984375,0.21044921875,random,0.5,12
0.2,-0.75390625,0.6962890625,off_first,0.6,0
0.2,-0.73828125,0.3035714285714285,random,0.6,84
0.2,-0.70703125,0.5234375,off_first,0.8,0
0.2,-0.740234375,0.2763671875,random,0.8,6
0.2,-0.62890625,0.4052734375,off_first,1.0,0
0.2,-0.7265625,0.244140625,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-1.0,1.0,off_first,0.2,0
0.4,-0.990234375,0.005859375,random,0.2,1
0.4,-0.84375,0.353515625,off_first,0.4,0
0.4,-0.96875,0.01904296875,random,0.4,2
0.4,-0.73046875,0.44921875,off_first,0.5,0
0.4,-0.9375,0.05582682291666666,random,0.5,6
0.4,-0.791015625,0.2666015625,off_first,0.6,0
0.4,-0.962890625,0.02587890625,random,0.6,2
0.4,-0.75390625,0.2490234375,off_first,0.8,0
0.4,-0.900390625,0.08056640625,random,0.8,2
0.4,-0.71484375,0.21484375,off_first,1.0,0
0.4,-0.861328125,0.0791015625,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.8359375,0.4345703125,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.86328125,0.2236328125,off_first,0.4,0
0.5,-1.0,0.0,random,0.4,1
0.5,-0.90234375,0.107421875,off_first,0.5,0
0.5,-0.98046875,0.01171875,random,0.5,1
0.5,-0.875,0.1298828125,off_first,0.6,0
0.5,-0.958984375,0.03125,random,0.6,2
0.5,-0.826171875,0.146484375,off_first,0.8,0
0.5,-0.9453125,0.03125,random,0.8,1
0.5,-0.8515625,0.107421875,off_first,1.0,0
0.5,-0.919921875,0.052734375,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.919921875,0.234375,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.97265625,0.0146484375,off_first,0.4,0
0.6,-1.0,0.0,random,0.4,1
0.6,-0.9765625,0.015625,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.908203125,0.0947265625,off_first,0.6,0
0.6,-0.98046875,0.01171875,random,0.6,1
0.6,-0.919921875,0.056640625,off_first,0.8,0
0.6,-0.986328125,0.00927734375,random,0.8,2
0.6,-0.9375,0.0390625,off_first,1.0,0
0.6,-0.9921875,0.00390625,random,1.0,1
0.8,-0.9453125,0.013671875,off_first,0.0,0
0.8,-1.0,0.0,random,0.0,1
0.8,-0.96875,0.0078125,off_first,0.2,0
0.8,-1.0,0.0,random,0.2,1
0.8,-1.0,0.0,off_first,0.4,0
0.8,-1.0,0.0,random,0.4,1
0.8,-0.9921875,0.001953125,off_first,0.5,0
0.8,-1.0,0.0,random,0.5,1
0.8,-0.9609375,0.021484375,off_first,0.6,0
0.8,-1.0,0.0,random,0.6,1
0.8,-0.9921875,0.00390625,off_first,0.8,0
0.8,-0.9921875,0.00390625,random,0.8,1
0.8,-1.0,0.0,off_first,1.0,0
0.8,-1.0,0.0,random,1.0,1
0.0,-1.0,1.0,off_first,0.0,0
0.0,-1.0,1.0,random,0.0,1
0.0,-1.0,1.0,off_first,0.2,0
0.0,-0.873046875,0.39453125,random,0.2,12002
0.0,-0.923828125,0.9453125,off_first,0.4,0
0.0,-0.814453125,0.40625,random,0.4,12002
0.0,-0.94140625,0.958984375,off_first,0.5,0
0.0,-0.7421875,0.4619467234531773,random,0.5,8970
0.0,-0.90234375,0.931640625,off_first,0.6,0
0.0,-0.736328125,0.4270833333333333,random,0.6,30
0.0,-0.759765625,0.787109375,off_first,0.8,0
0.0,-0.662109375,0.5400390625,random,0.8,6
0.0,-0.673828125,0.6953125,off_first,1.0,0
0.0,-0.638671875,0.556640625,random,1.0,1
0.2,-1.0,1.0,off_first,0.0,0
0.2,-1.0,0.0,random,0.0,1
0.2,-0.98046875,0.9794921875,off_first,0.2,0
0.2,-0.94921875,0.1005859375,random,0.2,12002
0.2,-0.8515625,0.859375,off_first,0.4,0
0.2,-0.8984375,0.186767578125,random,0.4,12
0.2,-0.830078125,0.7900390625,off_first,0.5,0
0.2,-0.845703125,0.14927455357142858,random,0.5,42
0.2,-0.755859375,0.7412109375,off_first,0.6,0
0.2,-0.763671875,0.24186197916666666,random,0.6,420
0.2,-0.66015625,0.576171875,off_first,0.8,0
0.2,-0.767578125,0.24072265625,random,0.8,6
0.2,-0.626953125,0.490234375,off_first,1.0,0
0.2,-0.701171875,0.23828125,random,1.0,1
0.4,-1.0,1.0,off_first,0.0,0
0.4,-1.0,0.0,random,0.0,1
0.4,-0.9296875,0.931640625,off_first,0.2,0
0.4,-1.0,0.0,random,0.2,1
0.4,-0.77734375,0.6142578125,off_first,0.4,0
0.4,-0.982421875,0.009765625,random,0.4,1
0.4,-0.794921875,0.40234375,off_first,0.5,0
0.4,-0.96484375,0.02490234375,random,0.5,2
0.4,-0.798828125,0.2431640625,off_first,0.6,0
0.4,-0.943359375,0.04638671875,random,0.6,2
0.4,-0.76171875,0.2353515625,off_first,0.8,0
0.4,-0.8828125,0.0859375,random,0.8,2
0.4,-0.703125,0.22265625,off_first,1.0,0
0.4,-0.83984375,0.103515625,random,1.0,1
0.5,-1.0,1.0,off_first,0.0,0
0.5,-1.0,0.0,random,0.0,1
0.5,-0.87890625,0.6181640625,off_first,0.2,0
0.5,-1.0,0.0,random,0.2,1
0.5,-0.888671875,0.15234375,off_first,0.4,0
0.5,-1.0,0.0,random,0.4,1
0.5,-0.802734375,0.2490234375,off_first,0.5,0
0.5,-1.0,0.0,random,0.5,1
0.5,-0.869140625,0.1083984375,off_first,0.6,0
0.5,-0.9609375,0.0322265625,random,0.6,4
0.5,-0.85546875,0.1005859375,off_first,0.8,0
0.5,-0.9765625,0.01513671875,random,0.8,2
0.5,-0.80078125,0.13671875,off_first,1.0,0
0.5,-0.9375,0.0419921875,random,1.0,1
0.6,-1.0,1.0,off_first,0.0,0
0.6,-1.0,0.0,random,0.0,1
0.6,-0.931640625,0.115234375,off_first,0.2,0
0.6,-1.0,0.0,random,0.2,1
0.6,-0.908203125,0.0986328125,off_first,0.4,0
0.6,-0.982421875,0.0146484375,random,0.4,2
0.6,-0.955078125,0.03515625,off_first,0.5,0
0.6,-1.0,0.0,random,0.5,1
0.6,-0.892578125,0.126953125,off_first,0.6,0
0.6,-0.990234375,0.005859375,random,0.6,1
0.6,-0.947265625,0.0283203125,off_first,0.8,0
0.6,-0.9765625,0.01171875,random,0.8,1
