init_magnet,Energy,Density,order,init_stab,length,sample
0.5,-0.984375,0.01416015625,random,0.4,2,2042552643
0.5,-0.8828125,0.1474609375,off_first,0.5,0,2042552643
0.5,-0.990234375,0.005859375,random,0.5,1,2042552643
0.5,-0.84765625,0.146484375,off_first,0.6,0,2042552643
0.5,-0.966796875,0.02294921875,random,0.6,2,2042552643
0.5,-0.845703125,0.123046875,off_first,0.8,0,2042552643
0.5,-0.92578125,0.04345703125,random,0.8,2,2042552643
0.6,-1.0,1.0,off_first,0.0,0,2042552643
0.6,-1.0,0.0,random,0.0,1,2042552643
0.6,-0.916015625,0.177734375,off_first,0.2,0,2042552643
0.6,-1.0,0.0,random,0.2,1,2042552643
0.6,-0.951171875,0.064453125,off_first,0.4,0,2042552643
0.6,-0.9921875,0.00390625,random,0.4,1,2042552643
0.6,-0.97265625,0.0244140625,off_first,0.5,0,2042552643
0.6,-1.0,0.0,random,0.5,1,2042552643
0.6,-0.951171875,0.02734375,off_first,0.6,0,2042552643
0.6,-1.0,0.0,random,0.6,1,2042552643
0.6,-0.927734375,0.0439453125,off_first,0.8,0,2042552643
0.6,-1.0,0.0,random,0.8,1,2042552643
0.8,-0.984375,0.00390625,off_first,0.0,0,2042552643
0.8,-1.0,0.0,random,0.0,1,2042552643
0.8,-0.9609375,0.009765625,off_first,0.2,0,2042552643
0.8,-1.0,0.0,random,0.2,1,2042552643
0.8,-1.0,0.0,off_first,0.4,0,2042552643
0.8,-1.0,0.0,random,0.4,1,2042552643
0.8,-0.984375,0.00390625,off_first,0.5,0,2042552643
0.8,-1.0,0.0,random,0.5,1,2042552643
0.8,-1.0,0.0,off_first,0.6,0,2042552643
0.8,-1.0,0.0,random,0.6,1,2042552643
0.8,-1.0,0.0,off_first,0.8,0,2042552643
0.8,-1.0,0.0,random,0.8,1,2042552643
0.0,-1.0,1.0,off_first,0.0,0,2042552627
0.0,-0.93359375,0.6632352941176469,random,0.0,255,2042552627
0.0,-1.0,1.0,off_first,0.2,0,2042552627
0.0,-0.87890625,0.7314453125,random,0.2,24,2042552627
0.0,-0.9453125,0.9580078125,off_first,0.4,0,2042552627
0.0,-0.857421875,0.5166693793402778,random,0.4,5040,2042552627
0.0,-0.947265625,0.95703125,off_first,0.5,0,2042552627
0.0,-0.763671875,0.5243869357638888,random,0.5,720,2042552627
0.0,-0.853515625,0.8701171875,off_first,0.6,0,2042552627
0.0,-0.71875,0.3796968005952381,random,0.6,462,2042552627
0.0,-0.833984375,0.8896484375,off_first,0.8,0,2042552627
0.0,-0.625,0.4931640625,random,0.8,6,2042552627
0.2,-1.0,1.0,off_first,0.0,0,2042552627
0.2,-1.0,0.0,random,0.0,1,2042552627
0.2,-1.0,1.0,off_first,0.2,0,2042552627
0.2,-0.9609375,0.0458984375,random,0.2,2,2042552627
0.2,-0.8359375,0.7783203125,off_first,0.4,0,2042552627
0.2,-0.8046875,0.279433343349359,random,0.4,5460,2042552627
0.2,-0.8046875,0.7587890625,off_first,0.5,0,2042552627
0.2,-0.81640625,0.23416573660714285,random,0.5,168,2042552627
