length,$p_{stable}$,SpinGlass,Magnetization
12,$1/{n^{1/3}}$,-0.9296875,0.87109375
1,$1/\log^{2}(n)$,-0.875,0.0
28,$1/\log(n)$,-0.8515625,0.12388392857142858
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
1,$1/n^{3/2}$,-1.0,1.0
1,$1/n$,-1.0,1.0
1,$1/\sqrt{n}$,-1.0,1.0
36,$1/{n^{1/3}}$,-0.890625,0.6940104166666666
1,$1/\log^{2}(n)$,-1.0,1.0
1,$1/\log(n)$,-1.0,1.0
1,$0$,-0.875,0.0
1,$1/n^2$,-0.875,0.0
1,$1/n^{3/2}$,-0.875,0.0
1,$1/n$,-0.875,0.0
7,$1/\sqrt{n}$,-0.8671875,0.21428571428571427
5,$1/{n^{1/3}}$,-0.8984375,0.7421875
1,$1/\log^{2}(n)$,-0.875,0.375
78,$1/\log(n)$,-0.84375,0.3422475961538461
9,$0$,-0.8671875,0.3888888888888889
9,$1/n^2$,-0.8671875,0.3888888888888889
9,$1/n^{3/2}$,-0.8671875,0.3888888888888889
9,$1/n$,-0.8671875,0.3888888888888889
3002,$1/\sqrt{n}$,-0.8203125,0.21875
1,$1/{n^{1/3}}$,-0.875,0.0
1,$1/\log^{2}(n)$,-0.875,0.0
1,$1/\log(n)$,-1.0,1.0
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
1,$1/n^{3/2}$,-1.0,1.0
1,$1/n$,-1.0,1.0
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-1.0,1.0
1,$1/\log(n)$,-1.0,1.0
8,$0$,-0.8671875,0.09375
8,$1/n^2$,-0.8671875,0.09375
8,$1/n^{3/2}$,-0.8671875,0.09375
8,$1/n$,-0.8671875,0.09375
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-0.875,0.25
3,$1/\log(n)$,-0.9453125,0.9140625
10,$0$,-0.859375,0.3125
10,$1/n^2$,-0.859375,0.3125
10,$1/n^{3/2}$,-0.859375,0.3125
5,$1/n$,-0.8671875,0.025
1,$1/\sqrt{n}$,-0.875,0.25
1,$1/{n^{1/3}}$,-0.875,0.0
10,$1/\log^{2}(n)$,-0.8671875,0.5375
1,$1/\log(n)$,-1.0,1.0
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
1,$1/n^{3/2}$,-1.0,1.0
1,$1/n$,-1.0,1.0
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/{n^{1/3}}$,-0.9609375,0.953125
1,$1/\log^{2}(n)$,-1.0,1.0
1,$1/\log(n)$,-1.0,1.0
9,$0$,-0.8671875,0.09722222222222222
9,$1/n^2$,-0.8671875,0.09722222222222222
9,$1/n^{3/2}$,-0.8671875,0.09722222222222222
1,$1/n$,-0.875,0.0
1,$1/\sqrt{n}$,-1.0,1.0
60,$1/{n^{1/3}}$,-0.859375,0.37109375
8,$1/\log^{2}(n)$,-0.8671875,0.0625
1,$1/\log(n)$,-1.0,1.0
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
1,$1/n^{3/2}$,-1.0,1.0
1,$1/n$,-1.0,1.0
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-1.0,1.0
6,$1/\log(n)$,-0.9375,0.890625
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
1,$1/n^{3/2}$,-1.0,1.0
1,$1/n$,-1.0,1.0
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-1.0,1.0
1,$1/\log(n)$,-1.0,1.0
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
1,$1/n^{3/2}$,-1.0,1.0
1,$1/n$,-1.0,1.0
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-1.0,1.0
1,$1/\log(n)$,-1.0,1.0
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
1,$1/n^{3/2}$,-1.0,1.0
1,$1/n$,-1.0,1.0
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-1.0,1.0
12,$1/\log(n)$,-0.859375,0.3671875
8,$0$,-0.8671875,0.046875
8,$1/n^2$,-0.8671875,0.046875
8,$1/n^{3/2}$,-0.8671875,0.046875
8,$1/n$,-0.8671875,0.046875
1,$1/\sqrt{n}$,-0.953125,0.9375
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-0.875,0.0
8,$1/\log(n)$,-0.8671875,0.078125
10,$0$,-0.8671875,0.3
10,$1/n^2$,-0.8671875,0.3
1,$1/n^{3/2}$,-0.875,0.125
10,$1/n$,-0.8671875,0.0875
1,$1/\sqrt{n}$,-0.875,0.125
30,$1/{n^{1/3}}$,-0.8359375,0.328125
1,$1/\log^{2}(n)$,-1.0,1.0
4,$1/\log(n)$,-0.9140625,0.80859375
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
1,$1/n^{3/2}$,-1.0,1.0
1,$1/n$,-1.0,1.0
1,$1/\sqrt{n}$,-1.0,1.0
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-1.0,1.0
1,$1/\log(n)$,-1.0,1.0
1,$0$,-0.875,0.0
1,$1/n^2$,-0.875,0.0
1,$1/n^{3/2}$,-0.875,0.0
1,$1/n$,-0.875,0.0
1,$1/\sqrt{n}$,-0.875,0.125
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-0.875,0.125
105,$1/\log(n)$,-0.84375,0.09761904761904762
9,$0$,-0.8671875,0.2638888888888889
9,$1/n^2$,-0.8671875,0.2638888888888889
9,$1/n^{3/2}$,-0.8671875,0.2638888888888889
9,$1/n$,-0.8671875,0.013888888888888888
9,$1/\sqrt{n}$,-0.8671875,0.09722222222222222
1,$1/{n^{1/3}}$,-1.0,1.0
1,$1/\log^{2}(n)$,-0.875,0.5
3002,$1/\log(n)$,-0.8125,0.203125
1,$0$,-1.0,1.0
1,$1/n^2$,-1.0,1.0
